de,en,öfter,more often,öfter,more often,
de,en,Leitungswasser,tap water,Leitungswasser,tap water,
de,en,Auftrag,order,Auftrag,order,
de,en,vermeiden,avoid,vermeiden,avoid,
de,en,mangelhaft,defective,mangelhaft,defective,
de,en,gerügt,reprimanded,gerügt,reprimanded,
de,en,Jubel,jubilation,Jubel,jubilation,
de,en,gesorgt,provided,gesorgt,provided,
de,en,Sonderfall,special case,Sonderfall,special case,
de,en,gekehrt,turned,gekehrt,turned,
de,en,Hahn,hen,Hahn,hen,
de,en,empfindet,feel,empfindet,feel,
de,en,verabschieden,say goodbye,verabschieden,say goodbye,
de,en,vollständig,completely,vollständig,completely,
de,en,klaffen,gape,klaffen,gape,
de,en,gebiet,area,gebiet,area,
de,en,mehrfach,several times,mehrfach,several times,
de,en,Abfall,waste,Abfall,waste,
de,en,Vormonat,previous month,Vormonat,previous month,
de,en,vorgestelt,presented,vorgestelt,presented,
de,en,Vorgehen,approach,Vorgehen,approach,
de,en,uneins,divided,uneins,divided,
de,en,Branchenverbände,industry associations,Branchenverbände,industry associations,
de,en,Säule,pillar,Säule,pillar,
de,en,vielfach,often,vielfach,often,
de,en,verlassen,leave,verlassen,leave,
de,en,werben,advertise,werben,advertise,
de,en,ausliest,reads out,ausliest,reads out,
de,en,auslassen,skip,auslassen,skip,
de,en,eingreifen,intervene,eingreifen,intervene,
de,en,Vorstandssprecher,CEO,Vorstandssprecher,CEO,
de,en,Unterzeichner,signatory,Unterzeichner,signatory,
de,en,angaben,information,angaben,information,
de,en,Bauchlandungen,belly landings,Bauchlandungen,belly landings,
de,en,Steuer,tax,Steuer,tax,
de,en,Maut,toll,Maut,toll,
de,en,Klage,lawsuit,Klage,lawsuit,
de,en,festlegen,set,festlegen,set,
de,en,Rückzahlung,repayment,Rückzahlung,repayment,
de,en,Unrechtmäßige,unlawful,Unrechtmäßige,unlawful,
de,en,Transportbranche,transport industry,Transportbranche,transport industry,
de,en,spannend,exciting,spannend,exciting,
de,en,prägen,shape,prägen,shape,
de,en,Momentaufnahme,snapshot,Momentaufnahme,snapshot,
de,en,Umstieg,change,Umstieg,change,
de,en,Markthochlauf,market ramp-up,Markthochlauf,market ramp-up,
de,en,Durchbruch,breakthrough,Durchbruch,breakthrough,
de,en,anmahnen,remind,anmahnen,remind,
de,en,Ausstoß,emission,Ausstoß,emission,
de,en,Rohstoffen,raw materials,Rohstoffen,raw materials,
de,en,Rohstoff,raw material,Rohstoff,raw material,
de,en,rätselhaft,enigmatic,rätselhaft,enigmatic,
de,en,vollkommen,completely,vollkommen,completely,
de,en,Entwurf,design,Entwurf,design,
de,en,warb,promoted,warb,promoted,
de,en,Entsorgung,disposal,Entsorgung,disposal,
de,en,Verbands,association,Verbands,association,
de,en,hingelegt,laid down,hingelegt,laid down,
de,en,Bedeutung,importance,Bedeutung,importance,
de,en,einigt,agrees,einigt,agrees,
de,en,einigen,some,einigen,some,
de,en,nachrangig,subordinated,nachrangig,subordinated,
de,en,gespeichert,stored,gespeichert,stored,
de,en,ergänzt,supplemented,ergänzt,supplemented,
de,en,gestapelt,stacked,gestapelt,stacked,
de,en,wiederum,in turn,wiederum,in turn,
de,en,Anwendungsfall,application,Anwendungsfall,application,
de,en,Absatzperspektiven,sales prospects,Absatzperspektiven,sales prospects,
de,en,Kundenmeinungen,customer reviews,Kundenmeinungen,customer reviews,
de,en,verfügen,feature,verfügen,feature,
de,en,Zusammenspiel,interaction,Zusammenspiel,interaction,
de,en,Erprobung,testing,Erprobung,testing,
de,en,gewöhnlich,usually,gewöhnlich,usually,
de,en,platziert,placed,platziert,placed,
de,en,Kühlung,cooling,Kühlung,cooling,
de,en,vermelden,report,vermelden,report,
de,en,Verfügbarkeit,availability,Verfügbarkeit,availability,
de,en,gefeiert,celebrated,gefeiert,celebrated,
de,en,Dennoch,but,Dennoch,but,
de,en,Spielwarengeschäfte,toy shops,Spielwarengeschäfte,toy shops,
de,en,Comeback,comeback,Comeback,comeback,
de,en,Verband,association,Verband,association,
de,en,ich würde sagen,I would say,ich würde sagen,I would say,
de,en,leichtfällt,easy for,leichtfällt,easy for,
de,en,eingehend,in detail,eingehend,in detail,
de,en,hinsichtlich,regarding,hinsichtlich,regarding,
de,en,krisenfest,crisis-proof,krisenfest,crisis-proof,
de,en,Versäumnis,failure,Versäumnis,failure,
de,en,jetzigen,current,jetzigen,current,
de,en,überbringen,deliver,überbringen,deliver,
de,en,durchschauen,see through,durchschauen,see through,
de,en,Zeitpunkt,time,Zeitpunkt,time,
de,en,fortfahren,continue,fortfahren,continue,
de,en,weiterhin,still,weiterhin,still,
de,en,Schlagabtausch,exchange,Schlagabtausch,exchange,
de,en,geliefert,delivered,geliefert,delivered,
de,en,loben,praise,loben,praise,
de,en,Kurs,course,Kurs,course,
de,en,verteidigt,defended,verteidigt,defended,
de,en,Zurückhaltung,restraint,Zurückhaltung,restraint,
de,en,Anspruch,claim,Anspruch,claim,
de,en,beteiligt,involved,beteiligt,involved,
de,en,gewählter,selected,gewählter,selected,
de,en,Massenströme,mass flows,Massenströme,mass flows,
de,en,überwinden,overcome,überwinden,overcome,
de,en,vorangetrieben,promoted,vorangetrieben,promoted,
de,en,Reifegrad,maturity,Reifegrad,maturity,
de,en,Bearbeitung,processing,Bearbeitung,processing,
de,en,Eingabe,input,Eingabe,input,
de,en,Recherche,research,Recherche,research,
de,en,Aufwand,effort,Aufwand,effort,
de,en,Sämtliche,full,Sämtliche,full,
de,en,wenden,contact,wenden,contact,
de,en,angegebenen,specified,angegebenen,specified,
de,en,Komprimierter,compressed,Komprimierter,compressed,
de,en,Vorratsspeicher,granaries,Vorratsspeicher,granaries,
de,en,ausgestattet,equipped,ausgestattet,equipped,
de,en,beliefert,supplied,beliefert,supplied,
de,en,Verdichtung,compression,Verdichtung,compression,
de,en,Vorkühlung,pre-cooling,Vorkühlung,pre-cooling,
de,en,jedoch,however,jedoch,however,
de,en,verabschiedet,adopted,verabschiedet,adopted,
de,en,Abschnitt,section,Abschnitt,section,
de,en,Veränderung,change,Veränderung,change,
de,en,Kommerzialisierung,commercialization,Kommerzialisierung,commercialization,
de,en,Kostentreiber,cost drivers,Kostentreiber,cost drivers,
de,en,Entwicklungspfade,development paths,Entwicklungspfade,development paths,
de,en,niederlage,defeat,niederlage,defeat,
de,en,befragt,asked,befragt,asked,
de,en,gesperrt,locked,gesperrt,locked,
de,en,sperren,lock,sperren,lock,
de,en,Auszeit,break,Auszeit,break,
en,de,touchless,Touchless,touchless,Touchless,
en,de,touchless,berührungslos,touchless,berührungslos,
en,de,chicken,Huhn,chicken,Huhn,
de,en,donnerstag,Thursday,donnerstag,Thursday,
de,en,Regenschirm,umbrella,Regenschirm,umbrella,
de,en,Unterscheiden,vary,Unterscheiden,vary,
de,en,Unterscheiden,Vary,Unterscheiden sich die Bedingungen für den Erhalt von weißen und grünen Spargel.,Vary the conditions of receiving the white and green asparagus.,
de,en,verschwunden,disappeared,verschwunden,disappeared,
de,en,Hinweis,note,Hinweis,note,
de,en,Aufwertung,appreciation,Aufwertung,appreciation,
de,en,aufgestiegen,ascended,aufgestiegen,ascended,
de,en,verliert,lose,verliert,lose,
de,en,zuletzt,last,zuletzt,last,
de,en,vorstand,board,vorstand,board,
de,en,Organe,organs,Organe,organs,
de,en,Aufsichtsrat,supervisory board,Aufsichtsrat,supervisory board,
de,en,aktien,shares,aktien,shares,
de,en,Vermögen,asset,Vermögen,asset,
de,en,Beteiligungen,investments,Beteiligungen,investments,
de,en,Satzung,statute,Satzung,statute,
de,en,nachdenklich,thoughtful,nachdenklich,thoughtful,
de,en,Fernverkehr,long-distance transport,Fernverkehr,long-distance transport,
de,en,Gegenwart,present,Gegenwart,present,
de,en,durchgesetzt,enforced,durchgesetzt,enforced,
de,en,beschaffen,procure,beschaffen,procure,
de,en,verurteilt,sentenced,verurteilt,sentenced,
de,en,gewiesen,rejected,gewiesen,rejected,
de,en,begeistert,thrilled,begeistert,thrilled,
de,en,gewalt,violence,gewalt,violence,
de,en,durchzusetzen,enforce,durchzusetzen,enforce,
de,en,geboten,offered,geboten,offered,
de,en,angeschaut,looked at,angeschaut,looked at,
de,en,Gegenstand,object,Gegenstand,object,
de,en,eintauschen,exchange,eintauschen,exchange,
de,en,üblich,usual,üblich,usual,
de,en,anzug,suit,anzug,suit,
de,en,aufwand,effort,aufwand,effort,
de,en,sammlung,collection,sammlung,collection,
de,en,Feststellen,see,Feststellen,see,
de,en,Frist,period,Frist,period,
de,en,Abstimmen,adapt,Abstimmen,adapt,
de,en,einreichen,submit,einreichen,submit,
de,en,absehen,refrain,absehen,refrain,
de,en,Neugier,curiosity,Neugier,curiosity,
de,en,umgang,handling,umgang,handling,
de,en,gespart,saved,gespart,saved,
de,en,gewalzt,rolled,gewalzt,rolled,
de,en,walzen,reel,walzen,reel,
de,en,ausüben,exercise,ausüben,exercise,
de,en,trinkbar,drinkable,trinkbar,drinkable,
de,en,geschmeckt,tasted,geschmeckt,tasted,
de,en,Wiederholen,again,Wiederholen,again,
de,en,sauber,clean,sauber,clean,
de,en,angeglichen,adjusted,angeglichen,adjusted,
de,en,angleichen,match,angleichen,match,
de,en,beeindrucken,impress,beeindrucken,impress,
de,en,Anschauen,view,Anschauen,view,
de,en,Nachbesserung,repair,Nachbesserung,repair,
de,en,Baustelle,construction site,Baustelle,construction site,
de,en,nachdenken,think,nachdenken,think,
de,en,profi,professional,profi,professional,
de,en,berühmt,famous,berühmt,famous,
de,en,geblieben,remained,geblieben,remained,
de,en,ausgeführt,executed,ausgeführt,executed,
de,en,umfasst,comprises,umfasst,comprises,
de,en,ausgesucht,chosen,ausgesucht,chosen,
de,en,gewissen,certain,gewissen,certain,
de,en,Abenteuer,adventure,Abenteuer,adventure,
de,en,gefordert,required,gefordert,required,
de,en,durchgängig,consistently,durchgängig,consistently,
de,en,vollziehen,perform,vollziehen,perform,
de,en,wohltun,do good,wohltun,do good,
de,en,Redner,speaker,Redner,speaker,
de,en,Händen,hands,Händen,hands,
de,en,ausziehen,take off,ausziehen,take off,
de,en,fällig,due,fällig,due,
de,en,verweist,refers,verweist,refers,
de,en,offenbar,apparently,offenbar,apparently,
de,en,verzehnfachen,increase tenfold,verzehnfachen,increase tenfold,
de,en,gilt,applies,gilt,applies,
de,en,betroffen,affected,betroffen,affected,
de,en,Staatsbürgerschaft,citizenship,Staatsbürgerschaft,citizenship,
de,en,Einwanderer,immigrant,Einwanderer,immigrant,
de,en,schulisch,school,schulisch,school,
de,en,ehrenamtlich,voluntary,ehrenamtlich,voluntary,
de,en,entfallen,account for,entfallen,account for,
de,en,Hinnahme,acceptance,Hinnahme,acceptance,
de,en,Mehrstaatigkeit,multiple nationality,Mehrstaatigkeit,multiple nationality,
de,en,vollzogen,completed,vollzogen,completed,
de,en,ernsthaft,seriously,ernsthaft,seriously,
de,en,Gefecht,battle,Gefecht,battle,
de,en,Ausführung,execution,Ausführung,execution,
de,en,gedeckelt,capped,gedeckelt,capped,
de,en,hielt,held,hielt,held,
de,en,Grundversorgung,primary care,Grundversorgung,primary care,
de,en,ausfallen,fail,ausfallen,fail,
de,en,geflattert,fluttered,geflattert,fluttered,
de,en,jüngst,recently,jüngst,recently,
de,en,verweisen,refer,verweisen,refer,
de,en,niederschlagen,be reflected,niederschlagen,be reflected,
de,en,Netzentgelte,network charges,Netzentgelte,network charges,
de,en,begründet,justified,begründet,justified,
de,en,betragen,amount,betragen,amount,
de,en,betrügen,cheat,betrügen,cheat,
de,en,Mobilitätswende,mobility transition,Mobilitätswende,mobility transition,
de,en,Handeln,action,Handeln,action,
de,en,Grenzbereich,limit,Grenzbereich,limit,
de,en,gleichzuhalten,to keep equal,gleichzuhalten,to keep equal,
de,en,dringend,urgently,dringend,urgently,
de,en,rausgehen,go out,rausgehen,go out,
de,en,umsteigen,change,umsteigen,change,
de,en,Benehmen,behavior,Benehmen,behavior,
de,en,versorgen,provide,versorgen,provide,
de,en,aufklappen,open,aufklappen,open,
de,en,KULINARISCHER,culinary,KULINARISCHER,culinary,
de,en,bescheinigen,certify,bescheinigen,certify,
de,en,Unwucht,imbalance,Unwucht,imbalance,
de,en,anspannen,tense,anspannen,tense,
de,en,Rindfleisch,beef,Rindfleisch,beef,
de,en,ausgehen,assume,ausgehen,assume,
de,en,weiterleiten,forward,weiterleiten,forward,
de,en,weitergeleitet,redirected,weitergeleitet,redirected,
de,en,letzterer,latter,letzterer,latter,
de,en,einscannen,scan,einscannen,scan,
de,en,davon,thereof,davon,thereof,
de,en,übermitteln,transmit,übermitteln,transmit,
de,en,Rückseite,back,Rückseite,back,
de,en,eingeben,enter,eingeben,enter,
de,en,Ausländer,foreigner,Ausländer,foreigner,
de,en,Einbürgerung,naturalisation,Einbürgerung,naturalisation,
de,en,Innenministerium,Interior Ministry,Innenministerium und Miliz zogen Anfang 1957 eine erschreckende Bilanz.,"In early 1957, the Interior Ministry and the police drew up a frightening report.",
de,en,Innenministeriums,Interior Ministry,Es dient dem Schriftsatz des Innenministeriums als wichtigster juristischer Bezugsrahmen.,It serves as the most important legal frame of reference for the document by the Interior Ministry.,
de,en,mündlich,orally,mündlich,orally,
de,en,deckeln,Lids,Das Produktportfolio beinhaltet alle gängigen Größen von zylindrischen und prismatischen Batteriebechern und -deckeln.,Our product portfolio includes major sizes of Cylindrical and Prismatic Containers and Lids.,
de,en,Ausländern,foreigners,Ausländern,foreigners,
de,en,Erleichtert,facilitated,Erleichtert,facilitated,
de,en,streichen,paint,streichen,paint,
de,en,ausreichen,be enough,ausreichen,be enough,
de,en,Verständigung,understanding,Verständigung,understanding,
de,en,dichtere,Denser,Eine dichtere Lagerbelegung und größere Arbeitssicherheit sind weitere Vorteile.,Denser storage space occupancy and optimum working safety are further advantages.,
de,en,furchtbar,terrible,furchtbar,terrible,
de,en,Wortschatz,vocabulary,Wortschatz,vocabulary,
de,en,Wiedersehen,Goodbye,Wiedersehen! Keine Sorge wegen Mom.,"Goodbye, and don't worry about Mother.",
de,en,Wandern,Hiking,Wandern Kamp-Bornhofen ist der ideale Ausgangspunkt für verschiedene Wanderungen.,Hiking Kamp-Bornhofen is the ideal start for several different hiking routes.,
de,en,Vorbereiten,Prep,Vorbereiten für sofortige Bluttransfusion und vollen Schädel-Scan.,Prep for immediate blood transfusion and full cranial scan.,
de,en,Treppe,Stair,Treppenelement für eine freitragende Treppe mit einem Mittelholm.,Stair element for an overhanging stair with a central stringer.,
de,en,Stiefel,Boot,"Stiefel, insbesondere Leichtbergschuh aus Leder.","Boot, in particular light-weight leather mountain boot.",
de,en,Fertigstellung,Completion,Die Fertigstellung ist innerhalb von drei Jahren vorgesehen.,Completion is scheduled within a project period of three years.,
en,de,leek,Porree,leek,Porree,
en,de,garlic,Knoblauch,garlic,Knoblauch,
de,en,Petersilie,parsley,Petersilie,parsley,
en,de,pot,Topf,pot,Topf,
en,de,pepper,Pfeffer,pepper,Pfeffer,
en,de,fleisch,Fleisch,fleisch,Fleisch,
en,de,pan,Pfanne,pan,Pfanne,
de,en,Pute,turkey,Pute,turkey,
de,en,sonderlich,particularly,sonderlich,particularly,
de,en,akkord,chord,akkord,chord,
de,en,verrechnet,offset,verrechnet,offset,
de,en,Übernimmt,takes over,Übernimmt,takes over,
